"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","Subscribed","Age_Group","dur_group","Quarter"
43,"blue-collar","married","primary","no",-98,"yes","yes","cellular",12,"may",112,2,330,3,"other","no","0","31-45","<200","Q2"
40,"admin.","single","secondary","no",100,"yes","no","cellular",11,"aug",221,1,461,1,"success","yes","1","31-45","201-400","Q3"
36,"technician","divorced","tertiary","no",1174,"yes","no","cellular",18,"nov",192,2,-1,0,"unknown","no","0","31-45","<200","Q4"
36,"management","single","tertiary","no",243,"yes","no","cellular",7,"may",160,2,360,3,"failure","no","0","31-45","<200","Q2"
35,"blue-collar","married","primary","no",-12,"yes","no","unknown",12,"may",212,5,-1,0,"unknown","no","0","31-45","201-400","Q2"
40,"blue-collar","married","primary","no",177,"yes","yes","telephone",21,"jul",742,4,-1,0,"unknown","no","0","31-45","601-800","Q3"
21,"student","single","secondary","no",6,"no","no","unknown",9,"may",622,1,-1,0,"unknown","no","0","20-30","601-800","Q2"
32,"management","single","tertiary","no",112,"yes","no","cellular",5,"may",118,1,-1,0,"unknown","no","0","31-45","<200","Q2"
56,"retired","married","secondary","no",1044,"no","no","telephone",3,"jul",353,2,-1,0,"unknown","yes","1","46-64","201-400","Q3"
41,"self-employed","married","primary","no",204,"no","no","cellular",13,"aug",111,7,-1,0,"unknown","no","0","31-45","<200","Q3"
41,"technician","married","secondary","no",55,"yes","no","cellular",6,"aug",185,4,-1,0,"unknown","no","0","31-45","<200","Q3"
45,"services","married","secondary","no",1343,"no","yes","cellular",8,"jul",220,1,-1,0,"unknown","no","0","31-45","201-400","Q3"
56,"unemployed","divorced","primary","no",1770,"no","no","cellular",5,"feb",916,3,-1,0,"unknown","no","0","46-64","801-1000","Q1"
51,"blue-collar","married","unknown","no",1883,"yes","no","unknown",5,"may",57,1,-1,0,"unknown","no","0","46-64","<200","Q2"
31,"services","single","secondary","no",0,"yes","no","unknown",28,"may",231,2,-1,0,"unknown","no","0","31-45","201-400","Q2"
36,"blue-collar","divorced","secondary","no",2843,"no","no","cellular",12,"feb",473,1,182,1,"success","no","0","31-45","401-600","Q1"
34,"blue-collar","single","secondary","no",3723,"yes","no","unknown",27,"may",47,5,-1,0,"unknown","no","0","31-45","<200","Q2"
36,"services","married","secondary","no",472,"yes","no","unknown",19,"jun",1017,1,-1,0,"unknown","no","0","31-45",">1000","Q3"
61,"management","married","tertiary","no",997,"no","no","cellular",10,"mar",106,1,-1,0,"unknown","yes","1","46-64","<200","Q2"
29,"self-employed","married","tertiary","no",1,"no","no","cellular",18,"jul",167,3,-1,0,"unknown","no","0","20-30","<200","Q3"
33,"technician","married","secondary","no",359,"yes","no","cellular",20,"apr",210,1,242,1,"other","no","0","31-45","201-400","Q2"
47,"services","married","tertiary","no",871,"no","no","cellular",22,"aug",602,9,-1,0,"unknown","no","0","46-64","601-800","Q3"
57,"management","married","tertiary","no",1172,"no","no","unknown",18,"jun",26,1,-1,0,"unknown","no","0","46-64","<200","Q3"
47,"blue-collar","married","secondary","yes",-614,"yes","no","unknown",26,"may",118,2,-1,0,"unknown","no","0","46-64","<200","Q2"
60,"unknown","married","unknown","no",7337,"no","no","cellular",4,"aug",122,1,-1,0,"unknown","no","0","46-64","<200","Q3"
40,"management","single","tertiary","no",1509,"no","no","cellular",15,"mar",144,2,124,1,"failure","no","0","31-45","<200","Q2"
34,"blue-collar","single","tertiary","no",1011,"yes","no","unknown",6,"may",136,1,-1,0,"unknown","no","0","31-45","<200","Q2"
48,"management","married","tertiary","no",586,"yes","yes","cellular",6,"may",179,2,-1,0,"unknown","no","0","46-64","<200","Q2"
52,"technician","divorced","secondary","no",204,"no","no","cellular",7,"aug",134,2,-1,0,"unknown","no","0","46-64","<200","Q3"
30,"management","married","tertiary","no",151,"no","no","cellular",19,"aug",82,4,-1,0,"unknown","no","0","20-30","<200","Q3"
39,"entrepreneur","married","unknown","no",98,"yes","no","telephone",15,"may",59,3,367,1,"other","no","0","31-45","<200","Q2"
26,"services","divorced","secondary","no",74,"yes","no","unknown",23,"may",106,6,-1,0,"unknown","no","0","20-30","<200","Q2"
33,"management","single","tertiary","no",9449,"yes","no","cellular",8,"may",428,1,-1,0,"unknown","no","0","31-45","401-600","Q2"
28,"blue-collar","divorced","unknown","no",101,"yes","no","unknown",28,"may",126,4,-1,0,"unknown","no","0","20-30","<200","Q2"
31,"admin.","married","secondary","no",314,"yes","no","cellular",17,"apr",279,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
45,"admin.","single","secondary","no",-11,"yes","no","cellular",5,"may",247,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
29,"management","single","tertiary","no",5980,"yes","no","unknown",28,"may",317,1,-1,0,"unknown","no","0","20-30","201-400","Q2"
30,"blue-collar","married","secondary","no",125,"yes","no","unknown",29,"may",238,2,-1,0,"unknown","no","0","20-30","201-400","Q2"
31,"entrepreneur","married","tertiary","no",5191,"no","no","cellular",20,"nov",187,2,-1,0,"unknown","no","0","31-45","<200","Q4"
52,"unemployed","married","secondary","no",-9,"no","no","unknown",9,"jun",123,1,-1,0,"unknown","no","0","46-64","<200","Q3"
34,"admin.","single","secondary","no",852,"no","no","cellular",14,"apr",108,2,-1,0,"unknown","no","0","31-45","<200","Q2"
58,"retired","married","primary","no",0,"no","no","cellular",4,"aug",506,1,-1,0,"unknown","no","0","46-64","401-600","Q3"
45,"entrepreneur","married","secondary","no",245,"yes","no","unknown",14,"may",126,3,-1,0,"unknown","no","0","31-45","<200","Q2"
39,"management","divorced","tertiary","no",355,"yes","no","cellular",25,"aug",313,5,-1,0,"unknown","no","0","31-45","201-400","Q3"
73,"retired","married","secondary","no",19,"no","no","cellular",5,"nov",509,2,-1,0,"unknown","no","0","65+","401-600","Q4"
41,"self-employed","married","primary","no",340,"no","no","unknown",6,"jun",37,3,-1,0,"unknown","no","0","31-45","<200","Q3"
38,"admin.","single","secondary","no",883,"yes","no","cellular",12,"may",95,1,327,9,"other","no","0","31-45","<200","Q2"
36,"unemployed","married","secondary","no",-35,"no","no","cellular",30,"jan",339,3,-1,0,"unknown","no","0","31-45","201-400","Q1"
45,"blue-collar","married","primary","no",13117,"no","no","unknown",11,"jun",42,2,-1,0,"unknown","no","0","31-45","<200","Q3"
32,"blue-collar","married","secondary","no",9,"yes","no","cellular",17,"apr",334,2,-1,0,"unknown","no","0","31-45","201-400","Q2"
53,"blue-collar","married","primary","no",238,"yes","no","cellular",11,"may",238,2,361,5,"failure","no","0","46-64","201-400","Q2"
71,"retired","married","secondary","no",2850,"no","no","cellular",17,"feb",185,1,-1,0,"unknown","yes","1","65+","<200","Q1"
31,"blue-collar","single","secondary","no",609,"yes","no","cellular",14,"apr",1126,1,335,1,"failure","no","0","31-45",">1000","Q2"
40,"admin.","divorced","secondary","no",6,"no","no","unknown",11,"jun",140,1,-1,0,"unknown","no","0","31-45","<200","Q3"
32,"entrepreneur","single","primary","yes",-849,"yes","yes","cellular",4,"feb",204,1,-1,0,"unknown","no","0","31-45","201-400","Q1"
30,"technician","single","secondary","no",4787,"yes","no","cellular",18,"nov",266,1,167,2,"failure","no","0","20-30","201-400","Q4"
29,"management","single","tertiary","no",21,"yes","no","cellular",14,"may",107,4,371,3,"failure","no","0","20-30","<200","Q2"
37,"blue-collar","single","secondary","no",3561,"yes","no","unknown",2,"jun",98,1,-1,0,"unknown","no","0","31-45","<200","Q3"
58,"retired","divorced","primary","no",2538,"yes","no","cellular",31,"jul",307,6,-1,0,"unknown","no","0","46-64","201-400","Q3"
32,"management","married","secondary","no",3935,"yes","no","unknown",29,"may",129,2,-1,0,"unknown","no","0","31-45","<200","Q2"
31,"technician","married","secondary","no",0,"no","yes","cellular",19,"aug",144,4,-1,0,"unknown","no","0","31-45","<200","Q3"
33,"unknown","married","secondary","no",2727,"no","no","cellular",6,"aug",205,3,-1,0,"unknown","no","0","31-45","201-400","Q3"
34,"blue-collar","married","secondary","no",1897,"yes","yes","cellular",19,"nov",441,1,-1,0,"unknown","no","0","31-45","401-600","Q4"
45,"blue-collar","married","primary","no",2433,"no","no","cellular",6,"aug",133,2,-1,0,"unknown","no","0","31-45","<200","Q3"
64,"retired","married","unknown","no",2923,"no","no","cellular",12,"mar",120,1,-1,0,"unknown","no","0","46-64","<200","Q2"
56,"management","married","tertiary","no",21664,"no","no","unknown",17,"jun",214,8,-1,0,"unknown","no","0","46-64","201-400","Q3"
42,"management","divorced","tertiary","no",0,"no","no","unknown",20,"jun",85,2,-1,0,"unknown","no","0","31-45","<200","Q3"
57,"technician","married","secondary","no",3071,"yes","yes","cellular",7,"may",63,3,-1,0,"unknown","no","0","46-64","<200","Q2"
33,"management","single","tertiary","no",1240,"yes","no","cellular",4,"feb",505,2,260,1,"other","no","0","31-45","401-600","Q1"
26,"blue-collar","single","primary","no",-887,"yes","no","cellular",18,"may",827,2,-1,0,"unknown","yes","1","20-30","801-1000","Q2"
32,"technician","married","secondary","yes",4,"yes","yes","cellular",25,"aug",132,8,-1,0,"unknown","no","0","31-45","<200","Q3"
33,"blue-collar","divorced","primary","no",142,"yes","no","telephone",11,"may",41,2,300,5,"failure","no","0","31-45","<200","Q2"
32,"management","married","tertiary","no",0,"no","no","cellular",19,"nov",66,1,-1,0,"unknown","no","0","31-45","<200","Q4"
41,"management","married","tertiary","no",5883,"no","no","cellular",20,"nov",182,2,-1,0,"unknown","no","0","31-45","<200","Q4"
27,"technician","single","unknown","no",59,"no","no","cellular",15,"jul",792,4,-1,0,"unknown","no","0","20-30","601-800","Q3"
39,"blue-collar","married","secondary","no",1367,"no","no","unknown",12,"jun",43,1,-1,0,"unknown","no","0","31-45","<200","Q3"
52,"entrepreneur","married","primary","no",592,"no","no","cellular",21,"jul",122,2,-1,0,"unknown","no","0","46-64","<200","Q3"
56,"blue-collar","married","secondary","no",2190,"no","yes","cellular",30,"jan",90,2,232,1,"failure","no","0","46-64","<200","Q1"
36,"services","married","secondary","no",257,"yes","no","cellular",12,"may",86,2,-1,0,"unknown","no","0","31-45","<200","Q2"
32,"management","single","tertiary","no",3616,"no","no","cellular",14,"aug",165,2,-1,0,"unknown","no","0","31-45","<200","Q3"
36,"management","single","tertiary","no",260,"yes","no","cellular",7,"may",49,1,-1,0,"unknown","no","0","31-45","<200","Q2"
39,"services","married","secondary","no",9374,"yes","no","unknown",20,"may",273,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
34,"management","married","tertiary","no",1906,"yes","no","cellular",14,"jul",68,3,-1,0,"unknown","no","0","31-45","<200","Q3"
35,"technician","married","secondary","no",13658,"yes","no","telephone",9,"dec",220,2,-1,0,"unknown","no","0","31-45","201-400","Q1"
51,"housemaid","married","primary","no",492,"yes","no","unknown",20,"may",142,3,-1,0,"unknown","no","0","46-64","<200","Q2"
37,"blue-collar","single","primary","no",6969,"yes","no","unknown",20,"may",412,1,-1,0,"unknown","no","0","31-45","401-600","Q2"
26,"management","single","secondary","no",63,"no","no","cellular",28,"jul",76,4,-1,0,"unknown","no","0","20-30","<200","Q3"
58,"technician","married","secondary","no",175,"no","no","cellular",12,"aug",92,4,-1,0,"unknown","no","0","46-64","<200","Q3"
28,"management","single","tertiary","no",-328,"yes","no","telephone",2,"feb",318,2,-1,0,"unknown","no","0","20-30","201-400","Q1"
37,"self-employed","married","secondary","no",487,"no","yes","cellular",27,"aug",155,15,-1,0,"unknown","no","0","31-45","<200","Q3"
54,"housemaid","married","unknown","no",0,"no","no","cellular",14,"apr",94,5,145,3,"other","no","0","46-64","<200","Q2"
31,"technician","single","tertiary","no",-162,"yes","no","cellular",18,"may",380,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
39,"management","married","tertiary","no",763,"yes","no","cellular",11,"may",877,7,300,2,"other","yes","1","31-45","801-1000","Q2"
34,"technician","married","tertiary","no",5060,"yes","no","cellular",21,"aug",12,21,-1,0,"unknown","no","0","31-45","<200","Q3"
29,"services","divorced","secondary","no",92,"yes","no","cellular",7,"may",240,1,-1,0,"unknown","no","0","20-30","201-400","Q2"
48,"technician","divorced","secondary","yes",20,"no","no","cellular",27,"aug",145,3,-1,0,"unknown","no","0","46-64","<200","Q3"
37,"services","married","secondary","no",1,"no","no","unknown",15,"may",395,2,-1,0,"unknown","no","0","31-45","201-400","Q2"
45,"blue-collar","married","primary","no",0,"no","no","unknown",23,"may",574,5,-1,0,"unknown","no","0","31-45","401-600","Q2"
49,"admin.","single","secondary","no",981,"yes","no","telephone",21,"nov",10,3,-1,0,"unknown","no","0","46-64","<200","Q4"
42,"admin.","married","secondary","no",214,"yes","no","unknown",28,"may",21,24,-1,0,"unknown","no","0","31-45","<200","Q2"
29,"management","married","tertiary","no",199,"yes","yes","unknown",7,"may",1689,4,-1,0,"unknown","yes","1","20-30",">1000","Q2"
59,"retired","divorced","secondary","no",319,"no","no","cellular",24,"jul",129,1,-1,0,"unknown","no","0","46-64","<200","Q3"
29,"blue-collar","married","secondary","no",358,"no","no","cellular",21,"jul",88,5,-1,0,"unknown","no","0","20-30","<200","Q3"
49,"entrepreneur","divorced","secondary","no",32,"no","no","cellular",5,"feb",128,1,-1,0,"unknown","no","0","46-64","<200","Q1"
53,"technician","married","secondary","no",230,"no","yes","cellular",13,"aug",112,2,-1,0,"unknown","no","0","46-64","<200","Q3"
30,"blue-collar","single","secondary","no",1073,"yes","no","cellular",5,"may",1130,4,-1,0,"unknown","no","0","20-30",">1000","Q2"
35,"management","married","tertiary","no",1253,"yes","no","unknown",19,"may",210,2,-1,0,"unknown","no","0","31-45","201-400","Q2"
34,"admin.","married","tertiary","no",69,"no","yes","cellular",4,"aug",120,3,1,6,"success","yes","1","31-45","<200","Q3"
39,"management","married","tertiary","no",0,"yes","no","unknown",2,"jun",46,2,-1,0,"unknown","no","0","31-45","<200","Q3"
42,"management","married","tertiary","no",520,"no","no","cellular",4,"nov",158,1,-1,0,"unknown","no","0","31-45","<200","Q4"
55,"management","married","tertiary","no",-375,"no","no","cellular",30,"jul",814,2,-1,0,"unknown","yes","1","46-64","801-1000","Q3"
48,"services","married","secondary","yes",-20,"no","no","cellular",20,"aug",142,2,-1,0,"unknown","no","0","46-64","<200","Q3"
36,"technician","married","unknown","no",756,"no","no","cellular",11,"jul",396,3,-1,0,"unknown","no","0","31-45","201-400","Q3"
34,"services","divorced","secondary","no",991,"yes","no","cellular",6,"may",89,1,344,1,"failure","no","0","31-45","<200","Q2"
48,"management","married","primary","no",2537,"no","no","cellular",26,"aug",219,6,-1,0,"unknown","no","0","46-64","201-400","Q3"
34,"entrepreneur","married","tertiary","no",412,"yes","yes","cellular",8,"jul",164,1,-1,0,"unknown","no","0","31-45","<200","Q3"
37,"housemaid","married","primary","no",189,"no","no","cellular",8,"aug",148,4,-1,0,"unknown","no","0","31-45","<200","Q3"
53,"management","married","tertiary","no",1319,"yes","no","cellular",16,"apr",427,1,150,1,"failure","no","0","46-64","401-600","Q2"
70,"retired","divorced","secondary","no",6850,"no","no","telephone",5,"mar",252,3,183,1,"failure","no","0","65+","201-400","Q2"
42,"blue-collar","married","secondary","no",230,"yes","no","unknown",5,"jun",175,7,-1,0,"unknown","no","0","31-45","<200","Q3"
36,"management","divorced","tertiary","no",649,"no","no","cellular",16,"jul",237,2,91,1,"failure","no","0","31-45","201-400","Q3"
44,"blue-collar","married","primary","no",10,"yes","no","cellular",17,"jul",196,1,-1,0,"unknown","no","0","31-45","<200","Q3"
34,"blue-collar","married","secondary","no",247,"yes","yes","unknown",26,"may",193,5,-1,0,"unknown","no","0","31-45","<200","Q2"
35,"admin.","married","primary","no",189,"yes","no","cellular",11,"may",95,1,-1,0,"unknown","no","0","31-45","<200","Q2"
41,"blue-collar","married","secondary","no",343,"yes","no","unknown",14,"may",89,7,-1,0,"unknown","no","0","31-45","<200","Q2"
39,"management","married","tertiary","no",12,"yes","no","unknown",23,"may",130,1,-1,0,"unknown","no","0","31-45","<200","Q2"
32,"entrepreneur","married","unknown","no",73,"yes","no","cellular",21,"nov",158,1,135,1,"failure","no","0","31-45","<200","Q4"
24,"blue-collar","married","secondary","no",204,"yes","yes","cellular",17,"apr",229,3,-1,0,"unknown","no","0","20-30","201-400","Q2"
25,"admin.","married","secondary","no",242,"yes","no","cellular",30,"jul",62,12,-1,0,"unknown","no","0","20-30","<200","Q3"
37,"management","married","tertiary","no",767,"no","yes","cellular",2,"feb",204,1,-1,0,"unknown","no","0","31-45","201-400","Q1"
32,"blue-collar","married","secondary","no",687,"yes","no","unknown",9,"may",61,1,-1,0,"unknown","no","0","31-45","<200","Q2"
60,"retired","married","tertiary","no",225,"no","no","cellular",19,"aug",54,2,-1,0,"unknown","no","0","46-64","<200","Q3"
34,"technician","married","secondary","no",-228,"yes","no","cellular",20,"apr",187,3,332,3,"other","no","0","31-45","<200","Q2"
30,"management","single","tertiary","no",604,"no","yes","cellular",2,"feb",475,1,-1,0,"unknown","no","0","20-30","401-600","Q1"
27,"entrepreneur","single","secondary","no",376,"yes","yes","cellular",5,"may",273,1,-1,0,"unknown","no","0","20-30","201-400","Q2"
30,"services","single","tertiary","no",3516,"yes","no","unknown",29,"may",447,4,-1,0,"unknown","no","0","20-30","401-600","Q2"
36,"technician","married","secondary","no",5902,"yes","no","unknown",23,"may",219,4,-1,0,"unknown","no","0","31-45","201-400","Q2"
32,"technician","married","secondary","no",485,"no","no","cellular",26,"aug",98,14,-1,0,"unknown","no","0","31-45","<200","Q3"
34,"management","single","tertiary","no",171,"yes","no","cellular",7,"may",191,1,294,1,"failure","no","0","31-45","<200","Q2"
32,"self-employed","married","primary","no",286,"yes","no","cellular",6,"aug",175,1,-1,0,"unknown","no","0","31-45","<200","Q3"
44,"services","married","secondary","no",5780,"yes","no","cellular",1,"apr",525,2,-1,0,"unknown","no","0","31-45","401-600","Q2"
32,"services","married","secondary","no",255,"yes","yes","unknown",21,"may",86,2,-1,0,"unknown","no","0","31-45","<200","Q2"
28,"technician","single","secondary","no",3,"no","no","telephone",18,"may",40,8,349,6,"failure","no","0","20-30","<200","Q2"
46,"services","married","secondary","no",2420,"no","no","cellular",19,"nov",405,2,-1,0,"unknown","no","0","46-64","401-600","Q4"
31,"management","married","tertiary","no",6290,"no","no","cellular",20,"nov",303,2,-1,0,"unknown","no","0","31-45","201-400","Q4"
41,"blue-collar","single","unknown","no",4684,"no","no","unknown",20,"jun",30,6,-1,0,"unknown","no","0","31-45","<200","Q3"
47,"self-employed","married","unknown","no",14,"yes","no","cellular",15,"may",142,1,-1,0,"unknown","no","0","46-64","<200","Q2"
42,"blue-collar","married","primary","no",1520,"yes","no","cellular",5,"feb",115,1,-1,0,"unknown","no","0","31-45","<200","Q1"
27,"technician","single","secondary","no",235,"yes","no","cellular",12,"may",13,5,-1,0,"unknown","no","0","20-30","<200","Q2"
45,"technician","single","tertiary","no",0,"yes","no","cellular",18,"nov",139,2,-1,0,"unknown","no","0","31-45","<200","Q4"
59,"retired","married","primary","no",-47,"yes","no","cellular",27,"aug",84,4,-1,0,"unknown","no","0","46-64","<200","Q3"
38,"self-employed","married","secondary","no",279,"yes","no","unknown",28,"may",110,5,-1,0,"unknown","no","0","31-45","<200","Q2"
33,"technician","married","tertiary","no",16992,"yes","no","unknown",29,"may",58,1,-1,0,"unknown","no","0","31-45","<200","Q2"
38,"management","married","tertiary","no",-70,"yes","no","cellular",30,"jan",140,1,2,3,"other","no","0","31-45","<200","Q1"
59,"housemaid","married","secondary","no",0,"no","no","telephone",3,"feb",722,1,99,4,"failure","no","0","46-64","601-800","Q1"
53,"admin.","married","secondary","no",105,"no","yes","cellular",21,"aug",74,2,-1,0,"unknown","no","0","46-64","<200","Q3"
35,"technician","single","secondary","no",2,"no","no","cellular",11,"aug",239,4,-1,0,"unknown","no","0","31-45","201-400","Q3"
36,"management","single","tertiary","no",0,"no","no","cellular",11,"aug",108,2,-1,0,"unknown","no","0","31-45","<200","Q3"
26,"management","single","secondary","no",565,"yes","no","unknown",6,"jun",582,11,-1,0,"unknown","no","0","20-30","401-600","Q3"
39,"admin.","married","secondary","no",-650,"no","no","cellular",15,"may",123,2,364,1,"failure","no","0","31-45","<200","Q2"
46,"management","single","tertiary","no",334,"yes","no","telephone",4,"may",36,6,90,2,"other","no","0","46-64","<200","Q2"
31,"management","married","secondary","no",625,"yes","no","cellular",7,"apr",424,1,138,1,"failure","no","0","31-45","401-600","Q2"
29,"technician","married","secondary","no",1599,"yes","no","cellular",8,"jul",115,1,61,1,"failure","no","0","20-30","<200","Q3"
80,"retired","married","secondary","no",8304,"no","no","telephone",9,"jun",712,1,64,12,"failure","yes","1","65+","601-800","Q3"
27,"self-employed","single","secondary","no",50,"no","no","cellular",29,"jan",168,1,-1,0,"unknown","no","0","20-30","<200","Q1"
23,"entrepreneur","single","primary","no",4,"yes","no","unknown",13,"may",395,2,-1,0,"unknown","yes","1","20-30","201-400","Q2"
58,"blue-collar","married","primary","no",73,"no","no","unknown",17,"jun",116,1,-1,0,"unknown","no","0","46-64","<200","Q3"
41,"admin.","married","secondary","no",5110,"yes","no","cellular",13,"apr",231,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
34,"management","married","tertiary","no",-308,"yes","no","cellular",30,"apr",140,2,-1,0,"unknown","no","0","31-45","<200","Q2"
37,"blue-collar","married","primary","no",0,"yes","no","unknown",26,"may",24,1,-1,0,"unknown","no","0","31-45","<200","Q2"
33,"technician","divorced","secondary","no",9,"no","no","cellular",21,"aug",91,2,-1,0,"unknown","no","0","31-45","<200","Q3"
41,"technician","married","tertiary","no",177,"yes","no","telephone",11,"jul",117,2,-1,0,"unknown","no","0","31-45","<200","Q3"
51,"services","married","secondary","no",0,"no","yes","unknown",26,"jun",565,3,-1,0,"unknown","no","0","46-64","401-600","Q3"
79,"retired","married","primary","no",429,"no","no","telephone",8,"jul",1006,2,-1,0,"unknown","yes","1","65+",">1000","Q3"
62,"self-employed","divorced","tertiary","no",6,"yes","no","cellular",13,"oct",216,1,183,4,"success","yes","1","46-64","201-400","Q4"
45,"technician","married","secondary","no",1415,"yes","no","cellular",17,"nov",483,1,116,1,"failure","no","0","31-45","401-600","Q4"
27,"blue-collar","single","secondary","no",3792,"no","no","cellular",22,"apr",279,2,-1,0,"unknown","yes","1","20-30","201-400","Q2"
31,"management","married","tertiary","no",1183,"yes","no","unknown",27,"may",676,6,-1,0,"unknown","no","0","31-45","601-800","Q2"
46,"blue-collar","married","secondary","no",123,"no","no","cellular",20,"aug",381,3,-1,0,"unknown","no","0","46-64","201-400","Q3"
31,"blue-collar","single","secondary","no",1882,"no","no","cellular",7,"may",529,2,-1,0,"unknown","no","0","31-45","401-600","Q2"
52,"unknown","married","primary","no",247,"no","no","cellular",29,"jul",268,6,-1,0,"unknown","no","0","46-64","201-400","Q3"
31,"admin.","married","primary","no",355,"yes","yes","unknown",4,"jun",61,6,-1,0,"unknown","no","0","31-45","<200","Q3"
34,"admin.","married","secondary","no",5320,"no","no","cellular",3,"mar",114,6,467,5,"other","no","0","31-45","<200","Q2"
54,"services","married","primary","no",8,"yes","no","cellular",14,"may",143,1,-1,0,"unknown","no","0","46-64","<200","Q2"
32,"services","single","secondary","no",2881,"no","no","cellular",2,"jul",356,1,-1,0,"unknown","yes","1","31-45","201-400","Q3"
37,"technician","single","secondary","no",228,"yes","no","cellular",20,"aug",1740,2,-1,0,"unknown","no","0","31-45",">1000","Q3"
51,"admin.","married","secondary","no",2967,"no","no","unknown",17,"jun",83,2,-1,0,"unknown","no","0","46-64","<200","Q3"
32,"blue-collar","single","secondary","no",811,"yes","no","cellular",14,"may",563,1,-1,0,"unknown","yes","1","31-45","401-600","Q2"
57,"management","married","tertiary","no",0,"no","no","cellular",19,"aug",188,4,-1,0,"unknown","no","0","46-64","<200","Q3"
57,"retired","married","secondary","yes",32,"yes","no","cellular",15,"may",476,3,-1,0,"unknown","no","0","46-64","401-600","Q2"
40,"services","married","secondary","no",-342,"yes","no","unknown",26,"may",754,1,-1,0,"unknown","no","0","31-45","601-800","Q2"
54,"admin.","married","secondary","no",865,"yes","no","cellular",17,"nov",71,1,-1,0,"unknown","no","0","46-64","<200","Q4"
40,"services","single","secondary","no",1547,"yes","no","cellular",12,"may",88,2,173,1,"success","no","0","31-45","<200","Q2"
59,"housemaid","married","tertiary","no",0,"no","yes","cellular",29,"jul",376,2,-1,0,"unknown","no","0","46-64","201-400","Q3"
61,"management","married","secondary","no",967,"no","no","cellular",20,"aug",180,1,-1,0,"unknown","no","0","46-64","<200","Q3"
33,"blue-collar","single","secondary","no",5739,"yes","yes","cellular",21,"nov",374,1,-1,0,"unknown","no","0","31-45","201-400","Q4"
75,"blue-collar","married","secondary","no",6053,"no","no","cellular",11,"feb",865,2,190,1,"failure","no","0","65+","801-1000","Q1"
51,"blue-collar","married","secondary","no",397,"yes","no","cellular",20,"aug",293,2,-1,0,"unknown","no","0","46-64","201-400","Q3"
34,"self-employed","married","tertiary","no",1972,"yes","no","cellular",23,"jul",61,2,-1,0,"unknown","no","0","31-45","<200","Q3"
46,"technician","divorced","secondary","no",435,"yes","no","unknown",15,"may",192,3,-1,0,"unknown","no","0","46-64","<200","Q2"
48,"technician","married","secondary","no",17,"yes","yes","cellular",17,"nov",81,1,-1,0,"unknown","no","0","46-64","<200","Q4"
35,"management","single","tertiary","no",2486,"yes","no","cellular",25,"may",265,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
28,"blue-collar","single","secondary","no",416,"yes","no","unknown",13,"may",452,2,-1,0,"unknown","no","0","20-30","401-600","Q2"
34,"technician","single","secondary","no",475,"yes","no","cellular",29,"jul",538,8,-1,0,"unknown","no","0","31-45","401-600","Q3"
25,"student","single","secondary","no",331,"no","no","telephone",26,"aug",170,4,-1,0,"unknown","yes","1","20-30","<200","Q3"
80,"retired","married","secondary","no",462,"no","no","cellular",7,"dec",127,2,-1,0,"unknown","no","0","65+","<200","Q1"
40,"management","married","tertiary","no",194,"no","yes","cellular",29,"aug",189,2,-1,0,"unknown","no","0","31-45","<200","Q3"
20,"student","single","secondary","no",1191,"no","no","cellular",12,"feb",274,1,-1,0,"unknown","no","0","<20","201-400","Q1"
30,"management","married","tertiary","no",102,"yes","no","cellular",5,"apr",470,7,426,3,"other","yes","1","20-30","401-600","Q2"
40,"blue-collar","married","primary","no",98,"yes","no","unknown",2,"jun",193,5,-1,0,"unknown","no","0","31-45","<200","Q3"
37,"admin.","married","tertiary","no",0,"yes","no","cellular",21,"jul",115,1,-1,0,"unknown","no","0","31-45","<200","Q3"
35,"management","single","secondary","no",81,"yes","no","cellular",29,"jan",79,1,-1,0,"unknown","no","0","31-45","<200","Q1"
33,"services","divorced","secondary","no",411,"yes","no","unknown",8,"may",216,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
28,"blue-collar","single","primary","no",0,"yes","yes","unknown",3,"jun",380,4,-1,0,"unknown","no","0","20-30","201-400","Q3"
56,"management","married","unknown","no",353,"no","yes","cellular",25,"jul",171,2,-1,0,"unknown","no","0","46-64","<200","Q3"
45,"self-employed","married","secondary","no",706,"no","no","cellular",30,"apr",78,2,176,1,"success","no","0","31-45","<200","Q2"
31,"management","single","tertiary","no",3283,"no","no","cellular",2,"feb",258,1,73,1,"failure","yes","1","31-45","201-400","Q1"
54,"blue-collar","married","unknown","no",191,"no","no","cellular",4,"aug",753,2,-1,0,"unknown","no","0","46-64","601-800","Q3"
27,"technician","single","secondary","no",842,"no","no","cellular",30,"jul",273,1,91,1,"other","no","0","20-30","201-400","Q3"
41,"management","married","tertiary","no",666,"yes","no","unknown",21,"may",253,3,-1,0,"unknown","no","0","31-45","201-400","Q2"
31,"technician","single","secondary","no",1094,"yes","no","unknown",12,"jun",93,8,-1,0,"unknown","no","0","31-45","<200","Q3"
